"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"12/27/2024","Sell","TSLA","TESLA INC","50","$431.31","$0.61","$21564.89"
"12/27/2024","Qualified Dividend","NVDA","NVIDIA CORP","","","","$2.10"
"12/24/2024","Buy","TTD","THE TRADE DESK INC CLASS A","100","$123.15","","-$12315.00"
"12/20/2024","Sell","COIN","COINBASE GLOBAL INC CLASS A","100","$277.71","$0.79","$27770.21"
"12/20/2024","Buy","TSLA","TESLA INC","50","$427.50","","-$21375.00"
"12/20/2024","Buy","COIN","COINBASE GLOBAL INC CLASS A","100","$267.06","","-$26706.00"
"12/18/2024","Sell","TSLA","TESLA INC","35","$431.0274","$0.43","$15085.53"
"12/18/2024","Sell","SNOW","SNOWFLAKE INC CLASS A","300","$161.7501","$1.40","$48523.63"
"12/18/2024","Sell","SOFI","SOFI TECHNOLOGIES INC","900","$15.22","$0.53","$13697.47"
"12/16/2024 as of 12/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$0.71"
"12/11/2024","Buy","TSLA","TESLA INC","35","$405.71","","-$14199.85"
"12/06/2024","Long Term Cap Gain Reinvest","FCNTX","FIDELITY CONTRAFUND","","","","$0.76"
"12/06/2024","Cash Dividend","FCNTX","FIDELITY CONTRAFUND","","","","$0.01"
"12/06/2024","Reinvest Shares","FCNTX","FIDELITY CONTRAFUND","0.035","$21.94","","-$0.76"
"12/06/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","100","$86.10","","-$8610.00"
"12/06/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$71.77"
"11/29/2024","Sell","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","200","$100.185","$0.59","$20036.41"
"11/18/2024 as of 11/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$0.95"
"11/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$157.34"
"10/23/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","100","$114.2499","","-$11424.99"
"10/16/2024 as of 10/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$11.08"
"10/14/2024","Buy","SOFI","SOFI TECHNOLOGIES INC","1,000","$10.0693","","-$10069.30"
"10/11/2024","MoneyLink Transfer","","Tfr BANK OF AMERICA, N, JIA NI","","","","-$35000.00"
"10/11/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","100","$125.4295","","-$12542.95"
"10/11/2024","Buy","NVDA","NVIDIA CORP","100","$135.4192","","-$13541.92"
"10/09/2024","Foreign Tax Paid","TSM","TAIWAN SEMICONDUCTOR M FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","-$33.46"
"10/09/2024","Qualified Dividend","TSM","TAIWAN SEMICONDUCTOR M FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","$159.33"
"10/08/2024","Sell","EDU","NEW ORIENTAL ED & TECH FSPONSORED ADR 1 ADR REPS 10 ORD SHS","200","$73.734","$0.44","$14746.36"
"10/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$163.74"
"10/03/2024","Qualified Dividend","NVDA","NVIDIA CORP","","","","$1.10"
"09/30/2024","Sell","ROKU","ROKU INC CLASS A","50","$74.515","$0.11","$3725.64"
"09/26/2024","ADR Mgmt Fee","EDU","NEW ORIENTAL ED & TECH FSPONSORED ADR 1 ADR REPS 10 ORD SHS","","","","-$4.62"
"09/26/2024","Special Qual Div","EDU","NEW ORIENTAL ED & TECH FSPONSORED ADR 1 ADR REPS 10 ORD SHS","","","","$138.60"
"09/24/2024","Sell","COIN","COINBASE GLOBAL INC CLASS A","100","$170.39","$0.49","$17038.51"
"09/18/2024","Buy","ROKU","ROKU INC CLASS A","85","$77.4399","","-$6582.39"
"09/16/2024 as of 09/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$29.73"
"09/12/2024","Buy","ROKU","ROKU INC CLASS A","50","$74.3899","","-$3719.50"
"09/10/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","100","$36.5366","","-$3653.66"
"09/09/2024","Buy","COIN","COINBASE GLOBAL INC CLASS A","100","$155.18","","-$15518.00"
"09/09/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$165.20"
"09/04/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","100","$111.29","","-$11129.00"
"08/22/2024","Sell","SNOW","SNOWFLAKE INC CLASS A","150","$117.7101","$0.51","$17656.01"
"08/19/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","100","$84.2248","","-$8422.48"
"08/19/2024","Sell","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","50","$172.8001","$0.25","$8639.76"
"08/16/2024 as of 08/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$12.51"
"08/15/2024","Buy","AMZN","AMAZON.COM INC","50","$177.41","","-$8870.50"
"08/08/2024","Buy","AMZN","AMAZON.COM INC","50","$165.3599","","-$8268.00"
"08/08/2024","Sell","KVYO","KLAVIYO INC","500","$30.5701","$0.50","$15284.55"
"08/07/2024","Buy","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","50","$161.3292","","-$8066.46"
"08/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$185.19"
"08/05/2024","Sell","NFLX","NETFLIX INC","10","$584.10","$0.16","$5840.84"
"08/05/2024","Sell","NFLX","NETFLIX INC","15","$592.02","$0.25","$8880.05"
"08/05/2024","Sell","PDD","PDD HOLDINGS INC FUNSPONSORED ADR 1 ADR REPS 4 ORD SHS","80","$122.60","$0.28","$9807.72"
"08/05/2024","Sell","TSLA","TESLA INC","40","$192.95","$0.22","$7717.78"
"08/02/2024","Sell","NFLX","NETFLIX INC","25","$611.156","$0.42","$15278.48"
"08/02/2024","Sell","TSLA","TESLA INC","150","$208.341","$0.89","$31250.26"
"08/01/2024","Buy","AMZN","AMAZON.COM INC","30","$174.50","","-$5235.00"
"07/24/2024","Sell","AAPL","APPLE INC","1","$218.095","$0.01","$218.09"
"07/17/2024","Buy","KVYO","KLAVIYO INC","300","$25.585","","-$7675.50"
"07/16/2024 as of 07/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$5.56"
"07/12/2024","Qualified Dividend","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","$565.00"
"07/12/2024","Special Qual Div","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","$372.90"
"07/12/2024","ADR Mgmt Fee","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","-$11.30"
"07/11/2024","Foreign Tax Paid","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","-$28.91"
"07/11/2024","Qualified Dividend","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","$137.68"
"07/08/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$156.46"
"06/28/2024","Qualified Dividend","NVDA","NVIDIA CORP","","","","$1.10"
"06/17/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","200","$30.9693","","-$6193.86"
"06/17/2024 as of 06/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$6.33"
"06/10/2024 as of 06/07/2024","Stock Split","NVDA","NVIDIA CORP","99","$120.888","",""
"06/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$175.35"
"05/24/2024","Sell","U","UNITY SOFTWARE INC","300","$19.4004","$0.21","$5819.91"
"05/24/2024","Sell","DDOG","DATADOG INC CLASS A","100","$124.0099","$0.36","$12400.63"
"05/17/2024","Buy","KVYO","KLAVIYO INC","200","$25.29","","-$5058.00"
"05/16/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","150","$86.754","","-$13013.10"
"05/16/2024","Qualified Dividend","AAPL","APPLE INC","","","","$0.25"
"05/16/2024 as of 05/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$8.16"
"05/15/2024","Buy","ROKU","ROKU I N C CLASS A","150","$63.8667","","-$9580.01"
"05/15/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","60","$162.99","","-$9779.40"
"05/15/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","100","$80.07","","-$8007.00"
"05/15/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","200","$34.5825","","-$6916.50"
"05/13/2024","Sell","XLV","SELECT SECTOR HEALTH CARE SPDR ETF","50","$143.4654","$0.07","$7173.20"
"05/09/2024","ADR Mgmt Fee","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","-$4.90"
"05/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$183.02"
"05/03/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","70","$81.255","","-$5687.85"
"05/03/2024","Sell","NFLX","NETFLIX INC","30","$579.1801","$0.14","$17375.26"
"05/03/2024","Sell","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","65","$141.81","$0.08","$9217.57"
"04/29/2024","Sell","NVDA","NVIDIA CORP","25","$871.6483","$0.17","$21791.04"
"04/16/2024 as of 04/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$3.33"
"04/11/2024","Foreign Tax Paid","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","-$36.66"
"04/11/2024","Qualified Dividend","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","$174.59"
"04/05/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$158.34"
"03/27/2024","Qualified Dividend","NVDA","NVIDIA CORP","","","","$1.44"
"03/21/2024","Cash Dividend","XLV","SELECT SECTOR HEALTH CARE SPDR ETF","","","","$26.15"
"03/20/2024","Buy","KVYO","KLAVIYO INC","200","$26.3675","","-$5273.50"
"03/20/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","50","$163.29","","-$8164.50"
"03/20/2024","Buy","TSLA","TESLA INC","50","$175.938","","-$8796.90"
"03/18/2024 as of 03/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$15.50"
"03/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$160.72"
"03/07/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","70","$168.4499","","-$11791.49"
"03/01/2024","Buy","KVYO","KLAVIYO INC","250","$28.20","","-$7050.00"
"02/26/2024","Buy","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","100","$76.395","","-$7639.50"
"02/21/2024","Buy","ROKU","ROKU I N C CLASS A","100","$64.4478","","-$6444.78"
"02/20/2024","Sell","COIN","COINBASE GLOBAL INC CLASS A","50","$170.665","$0.08","$8533.17"
"02/16/2024","Reinvest Shares","FCNTX","FIDELITY CONTRAFUND","0.001","$18.03","","-$0.01"
"02/16/2024","Long Term Cap Gain Reinvest","FCNTX","FIDELITY CONTRAFUND","","","","$0.01"
"02/16/2024 as of 02/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$24.15"
"02/15/2024","Qualified Dividend","AAPL","APPLE INC","","","","$24.24"
"02/13/2024","Sell","BAND","BANDWIDTH INC CLASS A","400","$13.4634","$0.11","$5385.25"
"02/12/2024","Sell","NFLX","NETFLIX INC","15","$561.6375","$0.07","$8424.49"
"02/12/2024","Buy","NVDA","NVIDIA CORP","10","$724.20","","-$7242.00"
"02/09/2024","Sell","PDD","PDD HOLDINGS INC FUNSPONSORED ADR 1 ADR REPS 4 ORD SHS","100","$127.6004","$0.12","$12759.92"
"02/09/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","100","$43.4886","","-$4348.86"
"02/09/2024","Sell","AAPL","APPLE INC","100","$188.826","$0.17","$18882.43"
"02/09/2024","ADR Mgmt Fee","PDD","PDD HOLDINGS INC FUNSPONSORED ADR 1 ADR REPS 4 ORD SHS","","","","-$3.60"
"02/09/2024","ADR Mgmt Fee","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","","","","-$1.02"
"02/07/2024","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$80.87"
"02/06/2024","Buy","XLV","SELECT SECTOR HEALTH CARE SPDR ETF","50","$143.5864","","-$7179.32"
"02/05/2024","Buy","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","200","$99.794","","-$19958.80"
"02/01/2024","Buy","AAPL","APPLE INC","100","$184.95","","-$18495.00"
"01/29/2024","Buy","TSLA","TESLA INC","30","$187.805","","-$5634.15"
"01/29/2024","Buy","COIN","COINBASE GLOBAL INC CLASS A","50","$132.95","","-$6647.50"
"01/24/2024","Buy","TSLA","TESLA INC","50","$210.485","","-$10524.25"
"01/23/2024","Buy","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","100","$71.73","","-$7173.00"
"01/23/2024","Buy","ROKU","ROKU I N C CLASS A","80","$89.7677","","-$7181.42"
"01/18/2024","ADR Mgmt Fee","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","-$2.90"
"01/18/2024","Qualified Dividend","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","","","","$145.00"
"01/17/2024","Sell","BRZE","BRAZE INC CLASS A","300","$52.1031","$0.18","$15630.76"
"01/16/2024 as of 01/15/2024","Bank Interest","","BANK INT ...524 TD BANK USA NA","","","","$38.82"
"01/12/2024","Buy","BRZE","BRAZE INC CLASS A","200","$51.6727","","-$10334.54"
"01/11/2024","Foreign Tax Paid","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","-$32.47"
"01/11/2024","Qualified Dividend","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","","","","$154.64"
"01/09/2024","Sell","COIN","COINBASE GLOBAL INC CLASS A","70","$148.81","$0.09","$10416.61"
"01/08/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","100","$45.2972","","-$4529.72"
"01/08/2024","Buy","SNOW","SNOWFLAKE INC CLASS A","80","$195.845","","-$15667.60"
"01/05/2024","Buy","AFRM","AFFIRM HLDGS INC CLASS A","300","$42.765","","-$12829.50"
"01/05/2024","Buy","U","UNITY SOFTWARE INC","300","$37.745","","-$11323.50"
"01/04/2024","Buy","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","80","$77.12","","-$6169.60"
"01/03/2024","Pr Yr Cash Div","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$93.70"
"01/03/2024","Sell","DDOG","DATADOG INC CLASS A","100","$111.9482","$0.11","$11194.71"
"01/03/2024","Buy","COIN","COINBASE GLOBAL INC CLASS A","70","$153.295","","-$10730.65"
"01/02/2024","Sell","U","UNITY SOFTWARE INC","9","$38.54","","$346.86"
"01/02/2024","Sell","COIN","COINBASE GLOBAL INC CLASS A","90","$161.949","$0.13","$14575.28"
"01/02/2024","Sell","AFRM","AFFIRM HLDGS INC CLASS A","100","$45.95","$0.06","$4594.94"
"01/02/2024","Sell","AFRM","AFFIRM HLDGS INC CLASS A","100","$46.2009","$0.06","$4620.03"
"01/02/2024","Sell","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","100","$70.895","$0.08","$7089.42"
"12/28/2023","Qualified Dividend","NVDA","NVIDIA CORP","","","","$0.04"
"12/26/2023","Buy","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","150","$71.4599","","-$10718.99"
"12/26/2023","Sell","PDD","PDD HOLDINGS INC FUNSPONSORED ADR 1 ADR REPS 4 ORD SHS","50","$145.035","$0.07","$7251.68"
"12/21/2023","Buy","AFRM","AFFIRM HLDGS INC CLASS A","150","$47.2333","","-$7085.00"
"12/20/2023","Sell","ARKG","ARK GENOMIC REVOLUTION ETF","245","$31.0699","$0.10","$7612.03"
"12/20/2023","Sell","UBER","UBER TECHNOLOGIES INC","225","$60.885","$0.14","$13698.99"
"12/20/2023","Sell","U","UNITY SOFTWARE INC","90","$38.8115","$0.04","$3493.00"
"12/20/2023","Sell","FUTU","FUTU HOLDINGS LIMITED FUNSPONSORED ADR 1 ADR REPS 8 ORD SHS","10","$51.1902","","$511.90"
"12/20/2023","Sell","AAPL","APPLE INC","4","$195.4601","$0.01","$781.83"
"12/20/2023","Sell","MSFT","MICROSOFT CORP","1","$372.33","","$372.33"
"12/20/2023","Sell","U","UNITY SOFTWARE INC","500","$39.3601","$0.23","$19679.82"
"12/20/2023","Sell","AFRM","AFFIRM HLDGS INC CLASS A","200","$47.485","$0.11","$9496.89"
"12/20/2023","Buy","AFRM","AFFIRM HLDGS INC CLASS A","400","$51.04","","-$20416.00"
"12/18/2023","Buy","NVDA","NVIDIA CORP","25","$498.5473","","-$12463.68"
"12/18/2023 as of 12/15/2023","Bank Interest","","BANK INT ...523 TD BANK USA NA","","","","$20.53"
"12/14/2023","Qualified Dividend","MSFT","MICROSOFT CORP","","","","$0.75"
"12/14/2023","Buy","BRZE","BRAZE INC CLASS A","100","$55.4199","","-$5541.99"
"12/14/2023","Sell","SNOW","SNOWFLAKE INC CLASS A","50","$197.3901","$0.09","$9869.42"
"12/14/2023","Sell","UBER","UBER TECHNOLOGIES INC","400","$61.73","$0.26","$24691.74"
"12/13/2023","Buy","U","UNITY SOFTWARE INC","300","$35.3464","","-$10603.92"
"12/13/2023","Buy","BAND","BANDWIDTH INC CLASS A","200","$12.0361","","-$2407.22"
"12/08/2023","Reinvest Dividend","FCNTX","FIDELITY CONTRAFUND","","","","$0.07"
"12/08/2023","Long Term Cap Gain Reinvest","FCNTX","FIDELITY CONTRAFUND","","","","$0.36"
"12/08/2023","Reinvest Shares","FCNTX","FIDELITY CONTRAFUND","0.023","$15.57","","-$0.36"
"12/08/2023","Reinvest Shares","FCNTX","FIDELITY CONTRAFUND","0.004","$15.57","","-$0.07"
"12/08/2023","Sell","U","UNITY SOFTWARE INC","300","$33.22","$0.12","$9965.88"
"12/07/2023","Cash Dividend","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","","","","$91.07"
"11/29/2023","Sell","COIN","COINBASE GLOBAL INC CLASS A","100","$127.295","$0.11","$12729.39"
"11/29/2023","Sell","AAPL","APPLE INC","55","$189.256","$0.09","$10408.99"
"11/28/2023","Sell","ARKG","ARK GENOMIC REVOLUTION ETF","150","$28.0001","$0.05","$4199.96"
"11/28/2023","Buy","GBIL","GOLDMAN SACHS ACCES TREAS 0 1 YR ETF","200","$100.1399","","-$20027.98"
"11/28/2023","Sell","BAND","BANDWIDTH INC CLASS A","200","$10.725","$0.05","$2144.95"
"11/20/2023","Sell","UBER","UBER TECHNOLOGIES INC","200","$55.1925","$0.12","$11038.38"
"11/17/2023","Sell","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","150","$78.125","$0.11","$11718.64"
"11/16/2023","Qualified Dividend","AAPL","APPLE INC","","","","$14.40"
"11/16/2023 as of 11/15/2023","Bank Interest","","BANK INT ...523 TD BANK USA NA","","","","$5.05"
"11/14/2023","Buy","U","UNITY SOFTWARE INC","200","$28.6497","","-$5729.94"
"11/10/2023","Sell","WISH","CONTEXTLOGIC INC CLASS A","197","$4.955","$0.04","$976.10"
"11/10/2023","Buy","ROKU","ROKU I N C CLASS A","40","$82.3432","","-$3293.73"
"11/07/2023","Buy","U","UNITY SOFTWARE INC","200","$26.805","","-$5361.00"
"11/06/2023","Journaled Shares","","TDA TRAN - CASH MOVEMENT OF OUTGOING ACCOUNT TRANSFER","","","","-$45229.10"
"11/06/2023","Journaled Shares","U","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (U)","-200","","",""
"11/06/2023","Journaled Shares","AMZN","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (AMZN)","-290","","",""
"11/06/2023","Journaled Shares","MSFT","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (MSFT)","-1","","",""
"11/06/2023","Journaled Shares","BAND","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (BAND)","-401","","",""
"11/06/2023","Journaled Shares","FUTU","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (FUTU)","-10","","",""
"11/06/2023","Journaled Shares","WISH","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (WISH)","-197","","",""
"11/06/2023","Journaled Shares","NVDA","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (NVDA)","-1","","",""
"11/06/2023","Journaled Shares","SNOW","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (SNOW)","-50","","",""
"11/06/2023","Journaled Shares","ARKG","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (ARKG)","-395","","",""
"11/06/2023","Journaled Shares","TSLA","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (TSLA)","-61","","",""
"11/06/2023","Journaled Shares","PDD","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (PDD)","-230","","",""
"11/06/2023","Journaled Shares","NFLX","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (NFLX)","-95","","",""
"11/06/2023","Journaled Shares","UAL","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (UAL)","-1","","",""
"11/06/2023","Journaled Shares","DDOG","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (DDOG)","-200","","",""
"11/06/2023","Journaled Shares","COIN","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (COIN)","-191","","",""
"11/06/2023","Journaled Shares","BABA","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (BABA)","-295","","",""
"11/06/2023","Journaled Shares","TSM","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (TSM)","-320","","",""
"11/06/2023","Journaled Shares","EDU","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (EDU)","-1","","",""
"11/06/2023","Journaled Shares","FCNTX","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (FCNTX)","-0.862","","",""
"11/06/2023","Journaled Shares","AAPL","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (AAPL)","-60","","",""
"11/06/2023","Journaled Shares","UBER","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (UBER)","-825","","",""
"11/06/2023","Journaled Shares","ROKU","TDA TRAN - TRANSFER OF SECURITY OR OPTION OUT (ROKU)","-295","","",""
"11/06/2023","Internal Transfer","BABA","ALIBABA GROUP HLDG LTD FSPONSORED ADR 1 ADR REPS 8 ORD SHS","295","","",""
"11/06/2023","Internal Transfer","ROKU","ROKU I N C CLASS A","295","","",""
"11/06/2023","Internal Transfer","AAPL","APPLE INC","60","","",""
"11/06/2023","Internal Transfer","UAL","UNITED AIRLINES HLDGS","1","","",""
"11/06/2023","Internal Transfer","MSFT","MICROSOFT CORP","1","","",""
"11/06/2023","Internal Transfer","NVDA","NVIDIA CORP","1","","",""
"11/06/2023","Internal Transfer","WISH","CONTEXTLOGIC INC CLASS A","197","","",""
"11/06/2023","Internal Transfer","FUTU","FUTU HOLDINGS LIMITED FUNSPONSORED ADR 1 ADR REPS 8 ORD SHS","10","","",""
"11/06/2023","Internal Transfer","PDD","PDD HOLDINGS INC FUNSPONSORED ADR 1 ADR REPS 4 ORD SHS","230","","",""
"11/06/2023","Internal Transfer","BAND","BANDWIDTH INC CLASS A","401","","",""
"11/06/2023","Internal Transfer","U","UNITY SOFTWARE INC","200","","",""
"11/06/2023","Internal Transfer","ARKG","ARK GENOMIC REVOLUTION ETF","395","","",""
"11/06/2023","Internal Transfer","NFLX","NETFLIX INC","95","","",""
"11/06/2023","Internal Transfer","AMZN","AMAZON.COM INC","290","","",""
"11/06/2023","Internal Transfer","DDOG","DATADOG INC CLASS A","200","","",""
"11/06/2023","Internal Transfer","TSM","TAIWAN SEMICONDUCTR FSPONSORED ADR 1 ADR REPS 5 ORD SHS","320","","",""
"11/06/2023","Internal Transfer","TSLA","TESLA INC","61","","",""
"11/06/2023","Internal Transfer","EDU","NEW ORIENTAL EDUCATION FSPONSORED ADR 1 ADR REPS 10 ORD SHS","1","","",""
"11/06/2023","Internal Transfer","SNOW","SNOWFLAKE INC CLASS A","50","","",""
"11/06/2023","Internal Transfer","UBER","UBER TECHNOLOGIES INC","825","","",""
"11/06/2023","Internal Transfer","COIN","COINBASE GLOBAL INC CLASS A","191","","",""
"11/06/2023","Internal Transfer","FCNTX","FIDELITY CONTRAFUND","0.862","","",""
"11/06/2023","Internal Transfer","","TDA TO CS&CO TRANSFER","","","","$45229.10"
"11/06/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$45226.93"
"11/03/2023","Bond Interest","","TDA TRAN - OFF-CYCLE INTEREST (MMDA1)","","","","$2.17"
"10/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","8.72","","",""
"10/30/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13226.57"
"10/26/2023","Sell","NVDA","TDA TRAN - Sold 20 (NVDA) @411.9900","20","$411.99","$0.07","$8239.73"
"10/26/2023","Sell","DASH","TDA TRAN - Sold 70 (DASH) @71.2413","70","$71.2413","$0.05","$4986.84"
"10/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$117.58"
"10/12/2023","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$31.26"
"10/12/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$148.84"
"10/11/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$13101.46"
"10/06/2023","Sell","MSFT","TDA TRAN - Sold 40 (MSFT) @327.5393","40","$327.5393","$0.11","$13101.46"
"10/03/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$12642.16"
"09/29/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","7.41","","",""
"09/29/2023","Buy","AMZN","TDA TRAN - Bought 30 (AMZN) @128.3999","30","$128.3999","","-$3852.00"
"09/29/2023","Buy","NVDA","TDA TRAN - Bought 20 (NVDA) @439.5080","20","$439.508","","-$8790.16"
