"Realized Gain/Loss - Lot Details for All_Accounts as of Sat Mar 14  23:31:15 EDT 2026 from 01/01/2024 to 03/14/2026","","","","","","","","","","","","","","","","","","","","","","","",""
"Trading Book ...005","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"AES","AES CORP","02/23/2026","02/13/2026","6","$16.18","$16.52","$97.13","$99.16","-$2.03","-2.047196450182%","","-$2.03","Short Term","$99.16","No","","02/23/2026","","","","","","",""
"AG","FIRST MAJESTIC SILVE","02/23/2026","02/13/2026","4.95","$29.03","$22.77","$143.65","$112.66","$30.99","27.507544825138%","","$30.99","Short Term","$112.66","No","","02/23/2026","","","","","","",""
"AMSC","AMERICAN SUPERCONDUC","02/23/2026","02/13/2026","2.08","$32.96","$33.87","$68.59","$70.48","-$1.89","-2.681611804767%","","-$1.89","Short Term","$70.48","No","","02/23/2026","","","","","","",""
"ARIS","ARIS MNG CORP","02/23/2026","02/13/2026","2.3","$21.14","$19.30","$48.66","$44.43","$4.23","9.520594193113%","","$4.23","Short Term","$44.43","No","","02/23/2026","","","","","","",""
"ARRY","ARRAY TECHNOLOGIES I","02/23/2026","02/13/2026","7.26","$10.82","$11.29","$78.56","$81.97","-$3.41","-4.160058558009%","","-$3.41","Short Term","$81.97","No","","02/23/2026","","","","","","",""
"ASTS","AST SPACEMOBILE INC A","02/23/2026","02/13/2026","1.71","$81.17","$83.38","$138.75","$142.53","-$3.78","-2.652073247737%","","-$3.78","Short Term","$142.53","No","","02/23/2026","","","","","","",""
"AU","ANGLOGOLD ASHANTI PL","02/23/2026","02/13/2026","1.13","$120.39","$109.02","$135.67","$122.85","$12.82","10.43549043549%","","$12.82","Short Term","$122.85","No","","02/23/2026","","","","","","",""
"AUGO","AURA MINERALS INC","02/23/2026","02/13/2026","1.12","$77.73","$70.86","$86.77","$79.10","$7.67","9.696586599241%","","$7.67","Short Term","$79.10","No","","02/23/2026","","","","","","",""
"AVAV","AEROVIRONMENT INC","02/23/2026","02/13/2026","0.13","$261.00","$244.90","$34.06","$31.96","$2.10","6.57071339174%","","$2.10","Short Term","$31.96","No","","02/23/2026","","","","","","",""
"B","BARRICK MNG CORP","02/23/2026","02/13/2026","3.67","$49.33","$47.86","$181.10","$175.70","$5.40","3.073420603301%","","$5.40","Short Term","$175.70","No","","02/23/2026","","","","","","",""
"BA","BOEING CO","02/23/2026","02/13/2026","0.97","$230.40","$241.48","$224.06","$234.84","-$10.78","-4.59035939363%","","-$10.78","Short Term","$234.84","No","","02/23/2026","","","","","","",""
"BKSY","BLACKSKY TECHNOLOGY","02/23/2026","02/13/2026","3.03","$19.46","$21.48","$59.05","$65.16","-$6.11","-9.376918354819%","","-$6.11","Short Term","$65.16","No","","02/23/2026","","","","","","",""
"BTG","B2GOLD CORP","02/23/2026","02/13/2026","13.2","$5.74","$5.34","$75.70","$70.47","$5.23","7.421597843054%","","$5.23","Short Term","$70.47","No","","02/23/2026","","","","","","",""
"CDE","COEUR MNG INC","02/23/2026","02/13/2026","2.35","$24.69","$22.27","$57.93","$52.24","$5.69","10.892036753446%","","$5.69","Short Term","$52.24","No","","02/23/2026","","","","","","",""
"CLNE","CLEAN ENERGY FUELS C","02/23/2026","02/13/2026","8.62","$2.57","$2.67","$22.15","$23.01","-$0.86","-3.737505432421%","","-$0.86","Short Term","$23.01","No","","02/23/2026","","","","","","",""
"CSIQ","CANADIAN SOLAR INC","02/23/2026","02/13/2026","3.82","$19.98","$19.68","$76.25","$75.07","$1.18","1.571866258159%","","$1.18","Short Term","$75.07","No","","02/23/2026","","","","","","",""
"CWEN","CLEARWAY ENERGY INC CLASS C","02/23/2026","02/13/2026","1.11","$39.68","$40.73","$43.91","$45.07","-$1.16","-2.573774129132%","","-$1.16","Short Term","$45.07","No","","02/23/2026","","","","","","",""
"DQ","DAQO NEW ENERGY CORP ADR","02/23/2026","02/13/2026","1.87","$24.20","$24.71","$45.30","$46.25","-$0.95","-2.054054054054%","","-$0.95","Short Term","$46.25","No","","02/23/2026","","","","","","",""
"DRD","DRDGOLD LTD ADR","02/23/2026","02/13/2026","1.5","$37.00","$35.26","$55.32","$52.71","$2.61","4.951622083096%","","$2.61","Short Term","$52.71","No","","02/23/2026","","","","","","",""
"E","ENI S P A ADR","02/23/2026","02/13/2026","2.83","$44.15","$43.35","$124.79","$122.54","$2.25","1.836135139546%","","$2.25","Short Term","$122.54","No","","02/23/2026","","","","","","",""
"EGO","ELDORADO GOLD CP","02/23/2026","02/13/2026","2.15","$44.14","$47.65","$95.03","$102.59","-$7.56","-7.369139292329%","","-$7.56","Short Term","$102.59","No","","02/23/2026","","","","","","",""
"EMBJ","EMBRAER S A ADR","02/23/2026","02/13/2026","0.71","$73.42","$71.72","$52.18","$50.97","$1.21","2.373945458113%","","$1.21","Short Term","$50.97","No","","02/23/2026","","","","","","",""
"ENPH","ENPHASE ENERGY INC","02/23/2026","02/13/2026","5.32","$45.61","$44.21","$242.72","$235.27","$7.45","3.166574573894%","","$7.45","Short Term","$235.27","No","","02/23/2026","","","","","","",""
"EQX","EQUINOX GOLD CORP","02/23/2026","02/13/2026","6.01","$17.63","$15.88","$105.86","$95.37","$10.49","10.999266016567%","","$10.49","Short Term","$95.37","No","","02/23/2026","","","","","","",""
"ESLT","ELBIT SYSTEMS LTD","02/23/2026","02/13/2026","0.08","$732.32","$678.69","$60.49","$56.06","$4.43","7.902247591866%","","$4.43","Short Term","$56.06","No","","02/23/2026","","","","","","",""
"EXK","ENDEAVOUR SILVER COR","02/23/2026","02/13/2026","3.71","$12.99","$11.56","$48.20","$42.87","$5.33","12.432936785631%","","$5.33","Short Term","$42.87","No","","02/23/2026","","","","","","",""
"FLEX","FLEX LTD","02/23/2026","02/13/2026","1.23","$63.68","$64.48","$78.63","$79.62","-$0.99","-1.243406179352%","","-$0.99","Short Term","$79.62","No","","02/23/2026","","","","","","",""
"FSLR","FIRST SOLAR INC","02/23/2026","02/13/2026","0.87","$242.81","$226.81","$211.22","$197.30","$13.92","7.05524581855%","","$13.92","Short Term","$197.30","No","","02/23/2026","","","","","","",""
"FSM","FORTUNA MNG CORP","02/23/2026","02/13/2026","3.01","$13.16","$10.94","$39.67","$32.96","$6.71","20.358009708738%","","$6.71","Short Term","$32.96","No","","02/23/2026","","","","","","",""
"GEV","GE VERNOVA INC","02/23/2026","02/13/2026","0.24","$820.66","$811.03","$197.86","$195.54","$2.32","1.186458013706%","","$2.32","Short Term","$195.54","No","","02/23/2026","","","","","","",""
"GFI","GOLD FIELDS LTD NEW ADR","02/23/2026","02/13/2026","3.83","$56.48","$54.26","$216.05","$207.56","$8.49","4.090383503565%","","$8.49","Short Term","$207.56","No","","02/23/2026","","","","","","",""
"GNE","GENIE ENERGY LTD B","02/23/2026","02/13/2026","1.88","$14.14","$14.58","$26.62","$27.44","-$0.82","-2.98833819242%","","-$0.82","Short Term","$27.44","No","","02/23/2026","","","","","","",""
"GSAT","GLOBALSTAR INC","02/23/2026","02/13/2026","0.62","$60.24","$61.09","$37.11","$37.63","-$0.52","-1.381876162636%","","-$0.52","Short Term","$37.63","No","","02/23/2026","","","","","","",""
"GSM","FERROGLOBE PLC","02/23/2026","02/13/2026","4.85","$5.01","$5.38","$24.32","$26.11","-$1.79","-6.855610877059%","","-$1.79","Short Term","$26.11","No","","02/23/2026","","","","","","",""
"HEI","HEICO CORP NEW","02/23/2026","02/13/2026","0.14","$349.05","$332.63","$47.82","$45.57","$2.25","4.93745885451%","","$2.25","Short Term","$45.57","No","","02/23/2026","","","","","","",""
"HL","HECLA MNG CO","02/23/2026","02/13/2026","3.02","$24.45","$22.58","$73.91","$68.25","$5.66","8.29304029304%","","$5.66","Short Term","$68.25","No","","02/23/2026","","","","","","",""
"HMY","HARMONY GOLD MNG LTD ADR","02/23/2026","02/13/2026","4.11","$21.92","$20.84","$90.07","$85.63","$4.44","5.185098680369%","","$4.44","Short Term","$85.63","No","","02/23/2026","","","","","","",""
"IRDM","IRIDIUM COMMUNICATIO","02/23/2026","02/13/2026","3.22","$22.58","$23.24","$72.67","$74.79","-$2.12","-2.834603556625%","","-$2.12","Short Term","$74.79","No","","02/23/2026","","","","","","",""
"JKS","JINKOSOLAR HLDG CO L ADR","02/23/2026","02/13/2026","6.13","$25.92","$26.70","$159.00","$163.73","-$4.73","-2.888902461369%","","-$4.73","Short Term","$163.73","No","","02/23/2026","","","","","","",""
"KGC","KINROSS GOLD CORP","02/23/2026","02/13/2026","5.15","$34.94","$34.24","$179.82","$176.23","$3.59","2.03711059411%","","$3.59","Short Term","$176.23","No","","02/23/2026","","","","","","",""
"KTOS","KRATOS DEFENSE & SEC","02/23/2026","02/13/2026","0.62","$92.00","$89.94","$57.42","$56.13","$1.29","2.298236237306%","","$1.29","Short Term","$56.13","No","","02/23/2026","","","","","","",""
"LHX","L3HARRIS TECHNOLOGIE","02/23/2026","02/13/2026","0.26","$355.20","$348.05","$92.92","$91.05","$1.87","2.053816584294%","","$1.87","Short Term","$91.05","No","","02/23/2026","","","","","","",""
"LMT","LOCKHEED MARTIN CORP","02/23/2026","02/13/2026","0.32","$657.40","$653.29","$208.00","$206.70","$1.30","0.62893081761%","","$1.30","Short Term","$206.70","No","","02/23/2026","","","","","","",""
"MOG/A","MOOG INC CLASS A","02/23/2026","02/13/2026","0.18","$342.56","$325.79","$63.10","$60.01","$3.09","5.149141809698%","","$3.09","Short Term","$60.01","No","","02/23/2026","","","","","","",""
"MUX","MCEWEN INC","02/23/2026","02/13/2026","2.3","$26.79","$25.96","$61.56","$59.64","$1.92","3.219315895372%","","$1.92","Short Term","$59.64","No","","02/23/2026","","","","","","",""
"NEE","NEXTERA ENERGY INC","02/23/2026","02/13/2026","0.98","$93.68","$94.84","$91.79","$92.92","-$1.13","-1.216099870857%","","-$1.13","Short Term","$92.92","No","","02/23/2026","","","","","","",""
"NEM","NEWMONT CORP","02/23/2026","02/13/2026","2.11","$123.51","$124.39","$261.10","$262.96","-$1.86","-0.707331913599%","","-$1.86","Short Term","$262.96","No","","02/23/2026","","","","","","",""
"NGD","NEW GOLD INC CDA","02/23/2026","02/13/2026","6.42","$12.21","$10.99","$78.33","$70.50","$7.83","11.106382978723%","","$7.83","Short Term","$70.50","No","","02/23/2026","","","","","","",""
"NOC","NORTHROP GRUMMAN COR","02/23/2026","02/13/2026","0.35","$727.03","$701.93","$256.64","$247.78","$8.86","3.575752683832%","","$8.86","Short Term","$247.78","No","","02/23/2026","","","","","","",""
"NXT","NEXTPOWER INC A","02/23/2026","02/13/2026","2.06","$115.34","$117.48","$237.22","$241.63","-$4.41","-1.825104498614%","","-$4.41","Short Term","$241.63","No","","02/23/2026","","","","","","",""
"OR","OR ROYALTIES INC","02/23/2026","02/13/2026","1.11","$44.64","$41.71","$49.35","$46.11","$3.24","7.026675341574%","","$3.24","Short Term","$46.11","No","","02/23/2026","","","","","","",""
"ORA","ORMAT TECHNOLOGIES I","02/23/2026","02/13/2026","0.46","$114.00","$118.16","$52.43","$54.34","-$1.91","-3.514906146485%","","-$1.91","Short Term","$54.34","No","","02/23/2026","","","","","","",""
"ORLA","ORLA MNG LTD NEW","02/23/2026","02/13/2026","3.78","$18.93","$17.14","$71.50","$64.74","$6.76","10.441767068273%","","$6.76","Short Term","$64.74","No","","02/23/2026","","","","","","",""
"PAAS","PAN AMERN SILVER COR","02/23/2026","02/13/2026","1.59","$65.52","$57.75","$104.18","$91.83","$12.35","13.448764020473%","","$12.35","Short Term","$91.83","No","","02/23/2026","","","","","","",""
"PL","PLANET LABS PBC CLASS A","02/23/2026","02/13/2026","5.19","$24.21","$22.51","$125.56","$116.72","$8.84","7.573680603153%","","$8.84","Short Term","$116.72","No","","02/23/2026","","","","","","",""
"PSN","PARSONS CORP DEL","02/23/2026","02/13/2026","0.27","$64.80","$63.97","$17.23","$17.01","$0.22","1.293356848912%","","$0.22","Short Term","$17.01","No","","02/23/2026","","","","","","",""
"RDW","REDWIRE CORP","02/23/2026","02/13/2026","10.9","$8.01","$8.28","$87.28","$90.18","-$2.90","-3.21579064094%","","-$2.90","Short Term","$90.18","No","","02/23/2026","","","","","","",""
"RKLB","ROCKET LAB CORP CLASS A","02/23/2026","02/13/2026","3.83","$69.50","$67.94","$265.88","$259.91","$5.97","2.296948943865%","","$5.97","Short Term","$259.91","No","","02/23/2026","","","","","","",""
"RKLB","ROCKET LAB CORP CLASS A","02/23/2026","02/13/2026","1.32","$69.96","$67.80","$92.60","$89.75","$2.85","3.175487465181%","","$2.85","Short Term","$89.75","No","","02/23/2026","","","","","","",""
"RNW","RENEW ENERGY GLOBAL A","02/23/2026","02/13/2026","13.2","$5.43","$5.36","$71.62","$70.73","$0.89","1.258306234978%","","$0.89","Short Term","$70.73","No","","02/23/2026","","","","","","",""
"RTX","RTX CORP","02/23/2026","02/13/2026","0.63","$203.44","$201.31","$129.04","$127.69","$1.35","1.057248022555%","","$1.35","Short Term","$127.69","No","","02/23/2026","","","","","","",""
"RUN","SUNRUN INC","02/23/2026","02/13/2026","5.64","$19.67","$19.27","$110.99","$108.75","$2.24","2.059770114943%","","$2.24","Short Term","$108.75","No","","02/23/2026","","","","","","",""
"SATL","SATELLOGIC INC A","02/23/2026","02/13/2026","26.69","$3.20","$3.21","$85.41","$85.56","-$0.15","-0.175315568022%","","-$0.15","Short Term","$85.56","No","","02/23/2026","","","","","","",""
"SATS","ECHOSTAR CORP A","02/23/2026","02/13/2026","1.29","$109.15","$114.82","$141.05","$148.38","-$7.33","-4.940018870468%","","-$7.33","Short Term","$148.38","No","","02/23/2026","","","","","","",""
"SBSW","SIBANYE STILLWATER L ADR","02/23/2026","02/13/2026","5.66","$16.29","$17.17","$92.21","$97.17","-$4.96","-5.104456107852%","","-$4.96","Short Term","$97.17","No","","02/23/2026","","","","","","",""
"SEDG","SOLAREDGE TECHNOLOGI","02/23/2026","02/13/2026","3.57","$39.45","$35.75","$140.76","$127.55","$13.21","10.356722853783%","","$13.21","Short Term","$127.55","No","","02/23/2026","","","","","","",""
"SHLS","SHOALS TECHNOLOGIES A","02/23/2026","02/13/2026","7.02","$10.20","$10.23","$71.60","$71.78","-$0.18","-0.250766230148%","","-$0.18","Short Term","$71.78","No","","02/23/2026","","","","","","",""
"SIRI","SIRIUSXM HLDGS INC E EQUITY","02/23/2026","02/13/2026","1.69","$20.70","$21.30","$34.95","$35.96","-$1.01","-2.808676307008%","","-$1.01","Short Term","$35.96","No","","02/23/2026","","","","","","",""
"SPIR","SPIRE GLOBAL INC CLASS A","02/23/2026","02/13/2026","4.86","$8.56","$9.61","$41.58","$46.69","-$5.11","-10.944527736132%","","-$5.11","Short Term","$46.69","No","","02/23/2026","","","","","","",""
"SSRM","SSR MNG INC","02/23/2026","02/13/2026","3.23","$30.98","$27.73","$100.08","$89.57","$10.51","11.733839455175%","","$10.51","Short Term","$89.57","No","","02/23/2026","","","","","","",""
"TE","T1 ENERGY INC","02/23/2026","02/13/2026","12.35","$6.27","$6.16","$77.43","$76.01","$1.42","1.8681752401%","","$1.42","Short Term","$76.01","No","","02/23/2026","","","","","","",""
"TSAT","TELESAT CORP A","02/23/2026","02/13/2026","1.94","$29.70","$26.71","$57.54","$51.75","$5.79","11.188405797101%","","$5.79","Short Term","$51.75","No","","02/23/2026","","","","","","",""
"VSAT","VIASAT INC","02/23/2026","02/13/2026","2.41","$44.85","$48.44","$108.21","$116.86","-$8.65","-7.402019510525%","","-$8.65","Short Term","$116.86","No","","02/23/2026","","","","","","",""
"WEC","WEC ENERGY GROUP INC","02/23/2026","02/13/2026","0.66","$115.27","$115.63","$75.50","$75.74","-$0.24","-0.316873514655%","","-$0.24","Short Term","$75.74","No","","02/23/2026","","","","","","",""
"U","UNITY SOFTWARE INC","02/12/2026","02/12/2026","200","$21.98","$22.14","$4,396.23","$4,428.00","-$31.77","-0.722664646754%","","-$31.77","Short Term","$4,428.00","No","","02/11/2026","","","","","","",""
"AFRM","AFFIRM HLDGS INC A","02/11/2026","02/06/2026","100","$55.56","$57.79","$5,556.48","$5,779.00","$0.00","0%","","$0.00","Short Term","$5,779.00","Yes","$222.52","02/11/2026","","","","","","",""
"DDOG","DATADOG INC A","02/11/2026","02/02/2026","50","$123.62","$130.00","$6,180.99","$6,500.00","$0.00","0%","","$0.00","Short Term","$6,500.00","Yes","$319.01","02/11/2026","","","","","","",""
"DDOG","DATADOG INC A","02/11/2026","01/14/2026","50","$125.18","$131.13","$6,258.99","$6,556.51","-$297.52","-4.537780007962%","","-$297.52","Short Term","$6,556.51","No","","02/11/2026","$6,367.17","$17.00","0.266994598856%","","","$17.00","0.26699459885632076%"
"DDOG","DATADOG INC A","02/11/2026","08/12/2025","1","$125.18","$129.67","$125.18","$129.67","-$4.49","-3.462635921956%","","-$4.49","Short Term","$129.67","No","","02/11/2026","$6,367.17","$17.00","0.266994598856%","","","$17.00","0.26699459885632076%"
"SOFI","SOFI TECHNOLOGIES IN","02/11/2026","02/06/2026","200","$20.42","$20.01","$4,083.32","$4,002.00","$81.32","2.031984007996%","","$81.32","Short Term","$4,002.00","No","","02/11/2026","","","","","","",""
"DDOG","DATADOG INC A","02/10/2026","02/02/2026","50","$131.65","$130.00","$6,582.49","$6,500.00","$82.49","1.269076923077%","","$82.49","Short Term","$6,500.00","No","","02/10/2026","","","","","","",""
"INTC","INTEL CORP","02/10/2026","02/06/2026","200","$49.18","$48.40","$9,836.50","$9,679.00","$157.50","1.627234218411%","","$157.50","Short Term","$9,679.00","No","","02/10/2026","","","","","","",""
"COIN","COINBASE GLOBAL INC CLASS A","02/09/2026","01/12/2026","25","$160.05","$168.47","$4,001.25","$4,211.82","-$210.57","-4.999501403194%","","-$210.57","Short Term","$4,211.82","No","","02/09/2026","$15,726.20","$438.83","2.790438885427%","","","$438.83","2.7904388854268674%"
"COIN","COINBASE GLOBAL INC CLASS A","02/09/2026","01/08/2026","25","$160.05","$172.69","$4,001.25","$4,317.29","-$316.04","-7.320332894015%","","-$316.04","Short Term","$4,317.29","No","","02/09/2026","$15,726.20","$438.83","2.790438885427%","","","$438.83","2.7904388854268674%"
"COIN","COINBASE GLOBAL INC CLASS A","02/09/2026","12/26/2025","25","$160.05","$166.58","$4,001.23","$4,164.62","-$163.39","-3.923287118633%","","-$163.39","Short Term","$4,164.62","No","","02/09/2026","$15,726.20","$438.83","2.790438885427%","","","$438.83","2.7904388854268674%"
"COIN","COINBASE GLOBAL INC CLASS A","02/09/2026","12/22/2025","25","$160.05","$171.30","$4,001.25","$4,282.39","-$281.14","-6.565025604861%","","-$281.14","Short Term","$4,282.39","No","","02/09/2026","$15,726.20","$438.83","2.790438885427%","","","$438.83","2.7904388854268674%"
"COIN","COINBASE GLOBAL INC CLASS A","02/09/2026","03/14/2025","1","$160.05","$180.00","$160.05","$180.00","-$19.95","-11.083333333333%","","-$19.95","Short Term","$180.00","No","","02/09/2026","$15,726.20","$438.83","2.790438885427%","","","$438.83","2.7904388854268674%"
"QQQ","INVESCO QQQ TR","02/09/2026","02/06/2026","100","$611.25","$609.45","$61,124.98","$60,945.46","$179.52","0.294558446191%","","$179.52","Short Term","$60,945.46","No","","02/09/2026","","","","","","",""
"AMZN","AMAZON.COM INC","02/06/2026","09/29/2023","30","$199.61","$128.40","$5,988.29","$3,852.00","$2,136.29","55.459241952233%","$2,136.29","","Long Term","$3,852.00","No","","02/06/2026","","","","","","",""
"AMZN","AMAZON.COM INC","02/06/2026","07/03/2023","20","$199.61","$131.62","$3,992.20","$2,632.40","$1,359.80","51.656283239629%","$1,359.80","","Long Term","$2,632.40","No","","02/06/2026","","","","","","",""
"AMZN","AMAZON.COM INC","02/05/2026","12/09/2021","40","$201.02","$175.00","$8,040.80","$7,000.00","$1,040.80","14.868571428571%","$1,040.80","","Long Term","$7,000.00","No","","02/05/2026","","","","","","",""
"AMZN","AMAZON.COM INC","02/05/2026","12/01/2021","80","$201.02","$176.91","$16,081.59","$14,152.96","$1,928.63","13.627043388803%","$1,928.63","","Long Term","$14,152.96","No","","02/05/2026","","","","","","",""
"AMZN","AMAZON.COM INC","02/05/2026","11/23/2021","60","$201.02","$177.50","$12,061.19","$10,650.00","$1,411.19","13.250610328638%","$1,411.19","","Long Term","$10,650.00","No","","02/05/2026","","","","","","",""
"KVYO","KLAVIYO INC","02/03/2026","01/02/2026","100","$20.37","$29.50","$2,036.98","$2,950.00","-$913.02","-30.949830508475%","","-$913.02","Short Term","$2,950.00","No","","02/03/2026","$8,850.00","-$2,739.06","-30.949830508475%","","","-$2,739.06","-30.949830508474573%"
"KVYO","KLAVIYO INC","02/03/2026","09/17/2025","200","$20.37","$34.22","$4,073.96","$6,844.03","-$1,385.03","-20.237053315079%","","-$1,385.03","Short Term","$6,844.03","Yes","$1,385.04","02/03/2026","$8,850.00","-$2,739.06","-30.949830508475%","","","-$2,739.06","-30.949830508474573%"
"SNOW","SNOWFLAKE INC CLASS A","02/03/2026","10/22/2025","30","$174.97","$249.15","$5,249.05","$7,474.51","-$2,225.46","-29.773991873715%","","-$2,225.46","Short Term","$7,474.51","No","","02/03/2026","$7,240.80","-$1,991.75","-27.50731963319%","","","-$1,991.75","-27.507319633189702%"
"TSM","TAIWAN SEMICONDUCTOR ADR","02/02/2026","02/15/2021","30","$325.67","$140.53","$9,770.09","$4,215.86","$5,554.23","131.746073161822%","$5,554.23","","Long Term","$4,215.86","No","","02/02/2026","$3,771.00","$5,999.09","159.084858127818%","$5,999.09","159.08485812781757%","",""
"DDOG","DATADOG INC A","01/29/2026","01/22/2026","100","$130.26","$130.00","$13,025.98","$13,000.00","$25.98","0.199846153846%","","$25.98","Short Term","$13,000.00","No","","01/29/2026","","","","","","",""
"SNOW","SNOWFLAKE INC CLASS A","01/29/2026","11/05/2025","20","$206.31","$267.42","$4,126.20","$5,348.40","-$1,222.20","-22.85169396455%","","-$1,222.20","Short Term","$5,348.40","No","","01/29/2026","$12,276.21","-$1,960.72","-15.971704622192%","","","-$1,960.72","-15.971704622192028%"
"SNOW","SNOWFLAKE INC CLASS A","01/29/2026","11/05/2025","20","$206.31","$275.74","$4,126.20","$5,514.81","-$1,388.61","-25.179652608159%","","-$1,388.61","Short Term","$5,514.81","No","","01/29/2026","$12,276.21","-$1,960.72","-15.971704622192%","","","-$1,960.72","-15.971704622192028%"
"SNOW","SNOWFLAKE INC CLASS A","01/29/2026","10/23/2025","10","$206.31","$252.78","$2,063.09","$2,527.81","-$464.72","-18.384293123296%","","-$464.72","Short Term","$2,527.81","No","","01/29/2026","$12,276.21","-$1,960.72","-15.971704622192%","","","-$1,960.72","-15.971704622192028%"
"COIN","COINBASE GLOBAL INC CLASS A","01/28/2026","01/03/2026","25","$208.57","$221.58","$5,214.25","$5,539.52","$0.00","0%","","$0.00","Short Term","$5,539.52","Yes","$325.27","01/28/2026","$21,477.85","-$620.87","-2.890745582076%","","","-$620.87","-2.8907455820764185%"
"COIN","COINBASE GLOBAL INC CLASS A","01/28/2026","12/30/2025","25","$208.57","$225.80","$5,214.25","$5,644.99","$0.00","0%","","$0.00","Short Term","$5,644.99","Yes","$430.74","01/28/2026","$21,477.85","-$620.87","-2.890745582076%","","","-$620.87","-2.8907455820764185%"
"COIN","COINBASE GLOBAL INC CLASS A","01/28/2026","12/17/2025","25","$208.57","$219.69","$5,214.23","$5,492.30","$0.00","0%","","$0.00","Short Term","$5,492.30","Yes","$278.07","01/28/2026","$21,477.85","-$620.87","-2.890745582076%","","","-$620.87","-2.8907455820764185%"
"COIN","COINBASE GLOBAL INC CLASS A","01/28/2026","12/13/2025","25","$208.57","$224.40","$5,214.25","$5,610.09","$0.00","0%","","$0.00","Short Term","$5,610.09","Yes","$395.84","01/28/2026","$21,477.85","-$620.87","-2.890745582076%","","","-$620.87","-2.8907455820764185%"
"PLTR","PALANTIR TECHNOLOGIE CLASS A","01/28/2026","01/20/2026","80","$164.02","$169.63","$13,121.58","$13,570.40","-$448.82","-3.307345398809%","","-$448.82","Short Term","$13,570.40","No","","01/28/2026","$13,654.88","-$369.28","-2.704381144323%","","","-$369.28","-2.7043811443234946%"
"PLTR","PALANTIR TECHNOLOGIE CLASS A","01/28/2026","02/20/2025","1","$164.02","$111.24","$164.02","$111.24","$52.78","47.446961524631%","","$52.78","Short Term","$111.24","No","","01/28/2026","$13,654.88","-$369.28","-2.704381144323%","","","-$369.28","-2.7043811443234946%"
"AVGO","BROADCOM INC","01/27/2026","09/05/2025","1","$331.22","$324.65","$331.22","$324.65","$6.57","2.023717849992%","","$6.57","Short Term","$324.65","No","","01/27/2026","","","","","","",""
"BAND","BANDWIDTH INC CLASS A","01/27/2026","12/05/2025","100","$13.88","$14.94","$1,388.47","$1,494.00","-$105.53","-7.06358768407%","","-$105.53","Short Term","$1,494.00","No","","01/27/2026","","","","","","",""
"BAND","BANDWIDTH INC CLASS A","01/27/2026","10/20/2025","200","$13.88","$16.00","$2,776.94","$3,200.00","-$423.06","-13.220625%","","-$423.06","Short Term","$3,200.00","No","","01/27/2026","","","","","","",""
"BAND","BANDWIDTH INC CLASS A","01/27/2026","09/01/2023","1","$13.88","$14.77","$13.88","$14.77","-$0.89","-6.025727826676%","-$0.89","","Long Term","$14.77","No","","01/27/2026","","","","","","",""
"CHYM","CHIME FINL INC A","01/27/2026","01/08/2026","200","$26.82","$26.99","$5,363.96","$5,398.00","-$34.04","-0.630603927381%","","-$34.04","Short Term","$5,398.00","No","","01/27/2026","","","","","","",""
"JMIA","JUMIA TECHNOLOGIES A ADR","01/27/2026","12/10/2025","1","$12.63","$12.60","$12.63","$12.60","$0.03","0.238095238095%","","$0.03","Short Term","$12.60","No","","01/27/2026","","","","","","",""
"NFLX","NETFLIX INC","01/27/2026","12/12/2025","10","$84.69","$95.24","$846.90","$952.40","-$105.50","-11.077278454431%","","-$105.50","Short Term","$952.40","No","","01/27/2026","","","","","","",""
"SNOW","SNOWFLAKE INC CLASS A","01/27/2026","11/05/2025","40","$211.68","$267.42","$8,467.19","$10,696.80","$0.00","0%","","$0.00","Short Term","$10,696.80","Yes","$2,229.61","01/27/2026","","","","","","",""
"U","UNITY SOFTWARE INC","01/27/2026","01/05/2024","1","$41.26","$37.74","$41.26","$37.74","$3.52","9.326974032856%","$3.52","","Long Term","$37.74","No","","01/27/2026","","","","","","",""
"UAL","UNITED AIRLINES HLDG","01/27/2026","11/18/2025","50","$106.21","$89.84","$5,310.49","$4,492.10","$818.39","18.21842790677%","","$818.39","Short Term","$4,492.10","No","","01/27/2026","","","","","","",""
"UAL","UNITED AIRLINES HLDG","01/27/2026","11/04/2025","50","$106.21","$91.13","$5,310.49","$4,556.50","$753.99","16.547569406343%","","$753.99","Short Term","$4,556.50","No","","01/27/2026","","","","","","",""
"UAL","UNITED AIRLINES HLDG","01/27/2026","04/08/2025","1","$106.21","$60.00","$106.21","$60.00","$46.21","77.016666666667%","","$46.21","Short Term","$60.00","No","","01/27/2026","","","","","","",""
"ZETA","ZETA GLOBAL HLDGS CO CLASS A","01/27/2026","11/19/2025","100","$20.11","$16.94","$2,011.49","$1,693.52","$317.97","18.775686144834%","","$317.97","Short Term","$1,693.52","No","","01/27/2026","$3,565.72","$477.36","13.387478545707%","","","$477.36","13.387478545707458%"
